1	0.5173654635712002	0.004726225662114644
2	0.7706293688484763	0.006235932095447493
3	1.1062383973743826	0.024991392206915857
4	1.4652373905661036	0.017726013836414225
5	1.8272243056810178	0.017386339495177632
6	2.1748074487984006	0.012474958213877561
7	2.5516240059890065	0.01746314715214048
8	2.9041245873785235	0.036058407134341344
9	3.3140194432266075	0.001087278519495789
10	3.650165144026501	0.06511395008732673
15	5.568340299634121	0.038418814876360834
20	7.39283259792213	0.12467458739141181
