1 0.693147 0
2 1.19437 0.00430793
3 1.82707 0.00673264
4 2.35832 0.00929775
5 2.87514 0.0119251
6 3.32944 0.0145712
7 3.73945 0.0174443
8 4.12284 0.0224852
9 4.44732 0.0253398
10 4.67084 0.0295717
11 4.7139 0.0324931
