0.6931471806 1.173556764 1.621141682 0.5558466039 
0.6931471806 1.008759016 1.590243715 0.6851319471 
0.6931471806 1.146397926 1.597173584 0.8580649178 
0.6931471806 1.206718236 1.428123862 0.6451043147 
0.6931471806 1.173532514 1.593852191 0.6261243897 
0.6931471806 1.139283904 1.463707067 0.6168694421 
0.6931471806 1.111631041 1.400114974 0.460421892 
0.6931471806 1.081592943 1.541949949 0.6167660307 
0.6931471806 1.155341383 1.463168825 0.5731910564 
0.6931471806 1.006632649 1.357180819 0.692666915 
0.6931471806 0.9714814139 1.48423835 0.5419280508 
0.6931471806 1.071901592 1.381415656 0.4976631533 
0.6931471806 1.156383758 1.592793607 0.5709796217 
0.6931471806 1.012292401 1.385585238 0.6015362618 
0.6931471806 0.9979482844 1.441117893 0.6426390083 
0.6931471806 1.059968064 1.513679413 0.5401656242 
0.6931471806 1.068304374 1.510950169 0.6752003259 
0.6931471806 1.146014479 1.662973645 0.9009910494 
0.6931471806 1.003195865 1.658020862 0.7837965377 
0.6931471806 1.034054236 1.556123586 0.7059180822 
0.6931471806 1.110218759 1.606306006 0.3485258944 
0.6931471806 1.179540388 1.513345368 0.5470192331 
0.6931471806 1.0502097 1.411932813 0.7207039013 
0.6931471806 1.165255022 1.694263222 0.8830173991 
0.6931471806 1.195345543 1.526539041 0.7000692666 
0.6931471806 1.181194625 1.428217222 0.4158554047 
0.6931471806 1.130226802 1.573616431 0.6853972475 
0.6931471806 1.105931509 1.451788255 0.4745260352 
0.6931471806 1.125350335 1.449325935 0.3581239145 
0.6931471806 1.157128977 1.54155103 0.7126493799 
0.6931471806 1.216631759 1.532957582 0.5691725883 
0.6931471806 1.142064693 1.435383754 0.724456026 
0.6931471806 1.081172745 1.518316982 0.7303171731 
0.6931471806 1.012132459 1.437708551 0.5563696889 
0.6931471806 1.119164547 1.506413953 0.6551477188 
0.6931471806 1.297512261 1.615077614 0.6913733641 
0.6931471806 1.088796868 1.529991807 0.7201685321 
0.6931471806 1.093318824 1.51044958 0.7078530058 
0.6931471806 1.143405047 1.488662397 0.7677262259 
0.6931471806 1.167217066 1.361177448 0.4147982533 
0.6931471806 1.107916691 1.570963515 0.7807895734 
0.6931471806 1.01939165 1.552298677 0.6417335123 
0.6931471806 1.033590291 1.571658103 0.7206091024 
0.6931471806 1.143634498 1.647361483 0.7197673587 
0.6931471806 0.9965352828 1.559053224 0.7340627667 
0.6931471806 1.054899277 1.484054579 0.8116769717 
0.6931471806 1.215714384 1.406864483 0.6680487624 
0.6931471806 1.044060185 1.403504898 0.6223406917 
0.6931471806 1.047950662 1.497268433 0.531311267 
