1 0.646605113735378
2 1.01936290600899
3 1.12983853553097
4 1.40045496792098
5 1.53690691463444
6 1.82643208573661
7 1.82054179895338
8 1.91317914935754
9 1.80203622073146
10 1.78275283953408
11 1.71622750646497
12 1.71640906770881
13 1.61253908230771
14 1.69844340760899
15 1.38739310939032
16 1.67682744173918
17 1.56427957447938
18 1.65920932681381
19 1.63110670624551
20 1.69220336277903
21 1.67557973671076
22 1.78501072336458
23 1.62796261279833
24 1.79506740930093
25 1.70323638483155
26 1.72629872582679
27 1.6884177369747
28 1.71827989107906
29 1.65622492957478
30 1.75956003314121
31 1.52047512447381
32 1.75955831294965
33 1.65622318291522
34 1.7182782356013
35 1.68841600306032
36 1.7262970206677
37 1.70323449467174
38 1.79506550225685
39 1.62796048537491
40 1.78500881404595
41 1.67557775225046
42 1.69220160006024
43 1.63110486313046
44 1.65920761494368
45 1.56427773068816
46 1.67682569518643
47 1.38739134877312
48 1.6984418912114
49 1.61253758839122
50 1.71640784786355
51 1.71622630852939
52 1.78275181845567
53 1.80203517377318
54 1.91317823901626
55 1.82054083445564
56 1.8264314321761
57 1.53690623555694
58 1.40045462267951
59 1.12983811705356
60 1.0193628118526
61 0.646604888921744
