1 1.3475 0.000111805
2 1.08556 0.000247294
3 1.14631 0.000578778
4 1.13134 0.00126293
5 1.1464 0.00265502
6 1.08527 0.00418488
7 1.34025 0.00981818
8 0.00618014 0.00832916
1 1.73247 0.000129232
2 1.31662 0.000268704
3 1.48602 0.000652596
4 1.42089 0.00129226
5 1.48512 0.00323283
6 1.31245 0.00496173
7 1.73203 0.00840577
8 -0.00155574 0.0115542
1 1.79877 0.000129886
2 1.36416 0.000271679
3 1.57822 0.000626428
4 1.48638 0.00120962
5 1.57744 0.00328833
6 1.36092 0.00509477
7 1.79388 0.0133866
8 0.00615942 0.0106278
1 1.81398 0.000162096
2 1.37955 0.000339295
3 1.60976 0.000791477
4 1.50643 0.0018859
5 1.61106 0.00252359
6 1.37165 0.0066516
7 1.82157 0.00775341
8 -0.00688568 0.0153762
1 1.81805 0.000162535
2 1.38448 0.000347128
3 1.62232 0.000744096
4 1.51317 0.00196003
5 1.62249 0.00314732
6 1.37673 0.00726188
7 1.83351 0.0065584
8 0.00278753 0.00942877
1 1.82095 0.000162965
2 1.38791 0.000342591
3 1.62815 0.00081879
4 1.51989 0.00152848
5 1.62499 0.00341822
6 1.38852 0.00600447
7 1.82543 0.00994633
8 0.00617266 0.00961674
1 1.8208 0.000189553
2 1.38786 0.000392012
3 1.62903 0.00091379
4 1.51767 0.00264093
5 1.62609 0.00383951
6 1.38711 0.00773924
7 1.83364 0.00761226
8 0.00259128 0.0195621
1 1.82057 0.000204101
2 1.38862 0.000429562
3 1.63138 0.00090351
4 1.52314 0.00197082
5 1.6373 0.0035978
6 1.3896 0.00730741
7 1.82258 0.0128416
8 -0.02192 0.0273806
1 1.82046 0.000213981
2 1.38844 0.000443324
3 1.62939 0.000978405
4 1.52373 0.00234391
5 1.62968 0.00393495
6 1.39032 0.00775209
7 1.80096 0.0327544
8 -0.0177106 0.0305665
