1.9986843 0.95351418
2.9955607 1.0964633
3.9894807 1.1946482
4.9794637 1.2697039
5.9645325 1.3305475
6.943715 1.3816581
7.916045 1.4256642
8.8805627 1.4642321
9.8363164 1.4984981
10.782363 1.5292654
11.717768 1.5571281
12.64161 1.5825347
13.552976 1.6058342
14.450966 1.627302
15.334696 1.6471606
16.203292 1.6655905
17.055897 1.6827419
17.89167 1.6987397
18.709786 1.7136901
19.509437 1.7276827
20.289836 1.7407948
21.05021 1.7530933
21.789811 1.7646357
22.507908 1.7754731
23.203792 1.7856494
23.876777 1.7952044
24.526198 1.8041721
25.151415 1.8125837
25.751811 1.8204666
26.326792 1.827845
26.875793 1.8347409
27.39827 1.8411738
27.893708 1.8471613
28.361619 1.8527192
28.80154 1.8578614
29.213037 1.8626006
29.595705 1.8669484
29.949165 1.8709144
30.273069 1.8745078
30.567097 1.8777366
30.83096 1.8806078
31.064395 1.8831275
31.267174 1.8853008
31.439096 1.8871325
31.579992 1.8886261
31.689722 1.8897849
31.768177 1.8906109
31.815282 1.8911057
31.830989 1.8912706
31.815282 1.8911059
31.768177 1.8906108
31.689722 1.8897848
31.579992 1.8886262
31.439096 1.8871326
31.267174 1.8853009
31.064395 1.8831276
30.83096 1.880608
30.567097 1.8777369
30.273069 1.8745079
29.949165 1.8709145
29.595705 1.8669486
29.213037 1.8626008
28.80154 1.8578618
28.361619 1.8527195
27.893708 1.8471616
27.39827 1.8411739
26.875793 1.834741
26.326792 1.8278451
25.751811 1.8204666
25.151415 1.8125838
24.526198 1.8041724
23.876777 1.7952043
23.203792 1.7856495
22.507908 1.7754731
21.789811 1.7646358
21.05021 1.7530932
20.289836 1.740795
19.509437 1.7276828
18.709786 1.7136902
17.89167 1.6987399
17.055897 1.6827421
16.203292 1.6655908
15.334696 1.6471609
14.450966 1.6273023
13.552976 1.6058345
12.64161 1.5825348
11.717768 1.5571282
10.782363 1.5292651
9.8363164 1.498498
8.8805627 1.4642321
7.916045 1.425664
6.943715 1.3816579
5.9645325 1.3305474
4.9794637 1.2697038
3.9894807 1.1946479
2.9955607 1.0964632
1.9986843 0.95351418

