2.	5.1862	0.0033176
4.	5.67285	0.00427297
6.	5.90844	0.00460599
8.	6.03923	0.00477797
10.	6.12327	0.00492395
12.	6.12327	0.00492395
14.	6.03923	0.00477797
16.	5.90844	0.00460599
18.	5.67285	0.00427297
20.	5.1862	0.0033176
