               0.5              0.25             0.125              0.25           0.03125        0.00390625       0.001953125          0.015625       0.001953125      0.0009765625     0.00048828125    0.000244140625     0.00048828125    0.000244140625             0.125        0.00390625   0.0001220703125          0.015625       0.001953125                 4           0.03125        0.00390625     0.00048828125   9.536743164e-07     0.00048828125    0.000244140625   4.768371582e-07   9.536743164e-07   7.629394531e-06    0.000244140625   3.051757812e-05
               0.5              0.25             0.125                 1             0.125            0.0625         0.0078125      0.0009765625         0.0078125      0.0009765625   0.0001220703125    0.000244140625   1.907348633e-06   1.490116119e-08   1.192092896e-07   2.328306437e-10   1.818989404e-12   9.094947018e-13   2.842170943e-14   5.684341886e-14   6.938893904e-18   2.168404345e-19   1.694065895e-21   8.470329473e-22     6.6174449e-24   2.067951531e-25   6.462348536e-27   7.888609052e-31   6.162975822e-33   3.009265538e-36    2.40741243e-35
               0.5              0.25             0.125            0.0625         0.0078125    0.000244140625   3.051757812e-05        0.00390625     0.00048828125   1.525878906e-05   4.768371582e-07   9.536743164e-07   2.980232239e-08   5.960464478e-08   7.450580597e-09   2.328306437e-10   1.818989404e-12   2.273736754e-13   4.440892099e-16    8.67361738e-19   6.776263578e-21   3.388131789e-21    2.64697796e-23   3.231174268e-27   4.135903063e-25   1.292469707e-26   1.009741959e-28   1.972152263e-31    2.40741243e-35   1.925929944e-34   3.851859889e-34
               0.5            0.0625             0.125            0.0625         0.0078125        0.00390625       0.001953125   6.103515625e-05   0.0001220703125      0.0009765625   1.907348633e-06   3.814697266e-06   1.192092896e-07   2.328306437e-10   1.818989404e-12   5.684341886e-14   1.776356839e-15   5.551115123e-17    4.33680869e-19   1.387778781e-17   6.776263578e-21   8.470329473e-22   4.135903063e-25   3.231174268e-27   1.615587134e-27   1.262177448e-29   2.465190329e-32   7.703719778e-34   1.504632769e-36   4.814824861e-35   6.018531076e-36
               0.5              0.25             0.125          0.015625         0.0078125          0.015625     0.00048828125    0.000244140625   3.051757812e-05   9.536743164e-07   3.051757812e-05   1.525878906e-05   7.629394531e-06   5.960464478e-08   4.656612873e-10   1.455191523e-11   4.547473509e-13   1.421085472e-14   1.776356839e-15   3.469446952e-18   2.710505431e-20   1.355252716e-20   4.235164736e-22    1.32348898e-23   1.033975766e-25   2.019483917e-28   9.860761315e-32   3.081487911e-33   9.629649722e-35   3.081487911e-33   1.504632769e-36
               0.5              0.25           0.03125            0.0625           0.03125
               0.5                 1           0.03125        0.00390625       0.001953125
               0.5                 4             0.125              0.25               0.5
               0.5            0.0625           0.03125      0.0009765625       0.001953125
               0.5              0.25             0.125          0.015625             0.125
               0.5            0.0625         0.0078125          0.015625       0.001953125
               0.5              0.25           0.03125      0.0009765625     0.00048828125
               0.5              0.25         0.0078125      0.0009765625         0.0078125
               0.5              0.25           0.03125          0.015625         0.0078125
               0.5              0.25           0.03125          0.015625       0.001953125
