3000 0.340108 0.00239821 0.732485 0.00245418
2000 0.335953 0.00211358 0.732398 0.00200228
1600 0.327303 0.00213048 0.725549 0.00211969
1000 0.313513 0.0013967 0.724559 0.00144406
1200 0.319753 0.0016578 0.726428 0.0016234
500 0.253591 0.000777006 0.706187 0.00086124
200 0.144038 0.000336588 0.691703 0.000359346
