1 0.203142
2 0.706782
3 0.289492
4 0.721156
5 0.343702
6 0.733844
7 0.382852
8 0.7449
9 0.413234
10 0.754589
11 0.437852
12 0.763145
13 0.458371
14 0.770751
15 0.475811
16 0.777547
17 0.490836
18 0.783641
19 0.503907
20 0.789116
21 0.515352
22 0.794038
23 0.52542
24 0.798459
25 0.534263
26 0.802421
27 0.542073
28 0.805962
29 0.548939
30 0.809109
31 0.554943
32 0.811887
33 0.56017
34 0.814319
35 0.564669
36 0.816409
37 0.568491
38 0.818188
39 0.571672
40 0.819649
41 0.574234
42 0.820808
43 0.576205
44 0.821676
45 0.577603
46 0.822248
47 0.578435
48 0.822535
49 0.578718
50 0.822535
51 0.578437
52 0.822248
53 0.577595
54 0.821673
55 0.5762
56 0.82081
57 0.574233
58 0.819649
59 0.571664
60 0.818188
61 0.568501
62 0.816418
63 0.564689
64 0.81433
65 0.560184
66 0.811892
67 0.554956
68 0.809117
69 0.548949
70 0.805973
71 0.542084
72 0.802422
73 0.534271
74 0.798459
75 0.525412
76 0.794038
77 0.515355
78 0.789123
79 0.503914
80 0.783644
81 0.490841
82 0.777549
83 0.475818
84 0.77076
85 0.458382
86 0.763147
87 0.437857
88 0.754591
89 0.413241
90 0.744904
91 0.382855
92 0.733845
93 0.343704
94 0.721156
95 0.289496
96 0.706782
97 0.203142
