      0.2681558594      0.3234225235      0.3044895848      0.2425442739      0.2696797341      0.4162538871      0.3417683008       1.014020208
      0.2582066406      0.3201898743      0.2951351822      0.2945237432      0.2919347737      0.2375835666      0.2437778197      0.7103035683
      0.2578996094      0.3008492859      0.2682324959      0.3365479843       0.301510513      0.2650629331      0.1288489001      0.4440267488
      0.2594324219       0.335079805      0.4001515873       0.318052264      0.2530918924      0.3139959139      0.1872143001      0.9486808526
      0.2593972656      0.3499515076      0.3600274227      0.3051402661      0.2583148629      0.2580201267      0.1435075525       0.718063133
      0.2551292969      0.3591535278      0.2607715408      0.2456083858      0.2608796391      0.2777660375      0.1594831553       0.556840564
      0.2619613281      0.3461163818      0.3327565016      0.3436660567      0.3363747995      0.2820758104       0.309050573       1.094212269
      0.2589414063      0.3108133362      0.3039991337      0.3876420717      0.3392533145      0.6002606594      0.6335405275       7.482452122
      0.2630371094      0.3269535156      0.2857875321      0.3028817036      0.2563143875      0.2882887169      0.1321826739      0.4592836558
      0.2676320313      0.3457332703      0.2885286762      0.4217859315      0.3717640737      0.3880517324      0.2706954932      0.7473568691
      0.2566703125      0.3558384583      0.3239362923      0.3116681723      0.2558301233      0.7336101437      0.5687177176       2.108020635
        0.26809375       0.366436969      0.4748843311      0.4489721449       2.022767939        1.94399091      0.7350095401       3.001239619
      0.2620820313      0.3245683243      0.3216888683      0.2709996729      0.2228561271      0.2477210152      0.1695630811      0.5815173692
      0.2522382812      0.3215029968      0.2902586029      0.2792754733      0.2493788824      0.2698388333      0.1771347038      0.6528650418
      0.2595484375      0.3272300598      0.2533770245      0.2560392698      0.3937999234      0.2333590442      0.1143156817      0.4979457736
      0.2686960937      0.3485307831      0.3279607694      0.3801099462      0.3437085416      0.6379235901      0.6790994746       2.357130784
      0.2713527344      0.3934504639      0.3558510433      0.3703555424      0.2927314073      0.5637414558      0.2198169997       2.312024006
      0.2607882812      0.3277826172      0.2862920441      0.2353100671      0.2019867713      0.3134125845      0.2204433526      0.7151059238
       0.246690625      0.3592314575      0.2947441422      0.3436732468      0.7687765885      0.6903630519       1.961700161       8.992921228
       0.257003125      0.3779108887      0.3659822678      0.3280206008      0.2035966041      0.1864994692      0.1734333999      0.6072320963
      0.2582195313      0.3430512512      0.3050605686      0.2610846299       0.235798907      0.1898431993      0.1841302517      0.4449072851
      0.2635585938      0.3270377258      0.2781549217      0.3073957908      0.2298306364      0.2302619499      0.1870513152      0.4095570063
      0.2626363281      0.3282883911      0.2825831329       0.295077927      0.3467739983      0.2454714759      0.3890747404       1.132146831
      0.2563292969      0.3317601807      0.3275303917      0.2919187086      0.2417715218      0.3027322781      0.1632635835       1.106054072
      0.2732359375      0.3617596085      0.3835013295      0.3548146384      0.2825133767      0.2390027222      0.1394290143      0.5740996381
      0.2762277344      0.3362569168       0.299631749      0.3293611127      0.3099835962      0.2880098577      0.3105831597       1.082818417
      0.2627957031      0.3550004395      0.3021725502      0.3168186928      0.3456076133       0.285804916      0.1653756962      0.5088851922
      0.2648277344      0.3476057205      0.3567646412      0.3576408068      0.3074296541      0.2869538323      0.3594341491      0.7008718306
       0.254771875      0.3192241394      0.3089399384      0.3933524208      0.2649161593      0.2804497335      0.2134398215       1.255939977
      0.2669171875      0.3762424866      0.2952605042       0.457946003      0.3783151534      0.4597689794      0.1948230686      0.8907854951
      0.2548328125      0.3821586243      0.3011991581      0.3247578736      0.2577909253      0.2297402368      0.1243353575      0.5789018714
      0.2552019531      0.3424703445      0.2716909657      0.2639024131      0.2461907138      0.2572680711      0.1783384307      0.7051752752
      0.2606628906      0.3454794678      0.3202183586      0.2871651338      0.2371746879      0.3289194598      0.1622197424      0.7268860301
      0.2717851562      0.3469467972      0.3446561867      0.2782512478      0.3530724253      0.4094129017       0.315779231      0.9884500387
      0.2529167969      0.3313312195      0.2811119992      0.3499561582      0.2209885709      0.2291751481      0.1194153705      0.5505681855
      0.2485867187      0.3180468445      0.3202667877      0.3547273827      0.2931748769      0.2340532943      0.1536701984      0.6099537707
      0.2610027344       0.358664888       0.389798558      0.3891663835      0.3908137494       1.096365121      0.3667645033       1.363900427
        0.25129375      0.3407083069      0.3110943504      0.2953072148      0.2424300646       0.596194846      0.1398401363      0.5255807986
      0.2580390625      0.3646439636      0.3162077816      0.2766586792      0.3146223883      0.2970872852       0.273821187       0.615232805
      0.2596292969       0.353296167      0.3201764386      0.4625673342      0.3229834556      0.4611609635      0.2971724304      0.7618780758
      0.2601777344      0.3510761047      0.2959690843      0.4158665771      0.3186021712      0.2854548581      0.1582373401      0.6001907164
      0.2606242188      0.3620781433      0.3315399837      0.3644691934      0.4006542956      0.3891931663      0.2080189795      0.6647382142
      0.2529636719      0.3111688721      0.2548280643      0.2612074892      0.3843183821      0.2627089063      0.2279613301       2.099856465
      0.2552722656      0.3283085144      0.3322589611      0.3218694633      0.3452763791      0.3586246059      0.2045123563      0.7974312348
        0.24334375      0.3436899551       0.299273534      0.3338011827      0.4718835915      0.7089954889      0.6957558237       2.280429675
      0.2686726562      0.3523941711      0.3111839794      0.3945361019      0.2521659338       0.340289799      0.3915212656       1.039494545
      0.2588617188       0.332268573      0.3262899323      0.2837176223      0.2856544943      0.3471703922      0.1438622756      0.7737895509
      0.2529660156      0.3322533569      0.3059240643      0.3207300351      0.2713182324      0.7008068109      0.2808466563       1.137766581
      0.2640859375      0.3679188416      0.2855450401      0.2515044291      0.1918630401      0.2524088603      0.1552911667      0.6328016759
      0.2674164063       0.313878064      0.2766081337      0.2769288517      0.2441013339      0.2445457985      0.2539433505      0.6377662001
      0.2654335937      0.3547842972      0.4009894665      0.3817054171      0.2926193704      0.2307246544      0.2065830825      0.4842477577
      0.2576792969       0.329740271       0.306411483      0.3204695568      0.2520196204      0.2603217772      0.3563814665       1.164806958
       0.265946875      0.3385049622      0.3018509003      0.2677394627      0.2269601029      0.3180787774      0.1515335221      0.5401239326
        0.26336875      0.3108266113      0.3018982731      0.2992727458      0.2963373659      0.4157396199      0.2211621202      0.6788033874
       0.257584375      0.3125214355      0.3223560921      0.3106494031      0.3993268457      0.4288557119      0.2796362396      0.6430586381
      0.2707902344      0.3177796936      0.3266940231      0.3185157172      0.2776451752      0.4319410156      0.3063426769       2.198703465
