    0.4676088848     0.4269020649     0.3513340351     0.3442464175     0.4224549518     0.6275571455     0.6824920136      1.428932303       1.25989383      1.430563328                1     0.8766839687     0.8781891667     0.6962408076     0.7076273726     0.5326339111     0.5308853529     0.4950228032      1.391160885     0.8456751871     0.4498348328     0.7863803267     0.4249506618 
    0.3844570744     0.3869210354     0.4280351438     0.5003102189     0.3695862221     0.3431033891     0.4308263623     0.6286774664     0.6270951162      1.297794391                1      1.103975875      1.341474719     0.7758211965      0.654447905     0.5694549049     0.3419332514     0.2521120332     0.3051952571     0.2656835596     0.2720294253     0.1991828365     0.3031898531 
    0.3477871975     0.2838002889      0.294267572     0.4983050328     0.6367756739     0.6529486167     0.6203247122     0.3920141487     0.7566344189     0.6385505313                1     0.6926446094     0.8988815664      1.228863745      1.034782839      2.477186893      2.664953103      1.652114321     0.7590292669     0.5543401971     0.5389686988     0.4314344958     0.2185062295 
    0.2832507668     0.5354205361     0.6358287783     0.5075239401     0.9153811552     0.6508692831     0.8019686597     0.7479846722      2.267725231      1.095464313                1        0.7099615     0.9403893789     0.8922793988      1.049053765      1.037378401     0.3501488674     0.1814087685     0.2247852324     0.3421901298     0.4890007728     0.9523193246     0.8133799967 
     1.342365242      6.145287562      1.000249009      1.237414663      1.966063379     0.9865016479      1.339466709     0.8289988933     0.9314926174     0.9620637344                1      1.046502766     0.8107463162      1.104501828     0.9682050718     0.6545916194      0.792169548     0.6482539316       2.52637401      1.578802056     0.9781769687      1.277883452     0.7229282895 
     2.888163356      1.477572027     0.7599570057     0.8023220619     0.4436547454     0.6472197945     0.7062726773     0.6859922786     0.9277808359        0.9212215                1     0.9083618125     0.7185785715      1.091885546      0.877730405      1.107465353     0.3790445923     0.5547351602     0.4717358312     0.4277465594     0.8030581613     0.2999179811     0.2102450391 
    0.7149970474     0.8622768488     0.6441024102     0.4644923919     0.3469962843     0.5329151656     0.4380218201     0.4550863807     0.9556648091     0.9383638281                1     0.8011895313      1.246967978      1.261858954      1.489921171      1.176422303     0.8664718042      1.548855921        1.1678837      1.377805046     0.8634030213      1.281835903     0.6216431957 
     7.439213368      3.318559103     0.9729091602      1.260476274      1.770982278     0.5142671083     0.9405024569     0.7329906688     0.7131342278     0.7399267656                1      0.896063875     0.7524751943     0.7046782405      1.162587485      2.187313252      9.304967186      3.355045845       9.45502642      5.003211627      5.993961828      6.392313123      7.472400295 
     1.182368678     0.8159571992     0.2424200408     0.4602245051     0.5894433395     0.4970178445     0.8733082892       1.07139404      1.483858214      1.130889672                1     0.8021972969     0.5659308774     0.4955241909     0.9874641197       0.59952203     0.5693127603     0.4227784285     0.3356236718     0.4081024173     0.1982482785     0.1846384312     0.2175413906 
     7.081922517      1.422288461      1.435977011      1.289532511     0.9469734355     0.6391555344      1.150843805     0.8232243683      1.015053563         0.922849                1     0.6084915625     0.5503920625     0.6436114719      1.037750598      3.131925338      2.099707395      2.514091256     0.6432579352     0.2389908267     0.3191023152      0.622208958     0.9609277246 
     1.626083422      4.659895195      1.808729313      2.438834029      1.890282374      4.572088023      1.943078817      1.281081509     0.7902348035     0.6838276563                1     0.6534934844     0.6526706084     0.3893137438     0.4520941375     0.3951655026     0.4926338512     0.4226304262     0.3307461006     0.5958217087     0.8348085001     0.6597496825     0.8759651658 
    0.2766358474     0.3734590749     0.5549720243     0.5992541421     0.8611888662     0.6868936442     0.9211888809     0.8369843943      1.050407655     0.8797720469                1      1.285999281     0.7682367959     0.7038643865      1.009391929     0.3945512739     0.3256081908     0.2290041764     0.2907091676     0.7902406633     0.5402582381     0.2749006886     0.2952142744 
    0.1330466433     0.1416447253     0.1115726747     0.1859675511      0.258579705      0.343291834     0.4515644464     0.7453924243     0.5885903564     0.8419530625                1      1.010833047     0.6831160293      1.051670049     0.8772309994     0.6878902502     0.4140888788     0.5370840814     0.5863858728     0.6100451991     0.6043131112     0.6185116551     0.4246138891 
      2.29469071      1.460367209      2.963198339     0.9523678621       2.06912937       1.23784071      1.020265914      2.046022155      1.657910348      1.517073953                1     0.8230129844     0.8340247246     0.7461667015     0.4817068138      0.785989258     0.9257193028     0.5115109804      1.020763934     0.3882971535     0.5515496601     0.3600575976     0.5116858654 
     1.168988791      1.702159443      1.154736231      1.138317915     0.9635780502      1.043239583     0.9265514309     0.8134716851      1.067289235         0.943012                1      1.141329625      1.427616435      1.455435411      1.523868154       1.17144498     0.6908564484      1.021330202     0.3741722416      0.536450514      0.198361708     0.4710057501     0.3378128008 
    0.4304460641     0.6006942606      0.439951713     0.3928519659      1.106604105      1.455786501      1.403489205     0.7094367966     0.7176371318      0.795030625                1      1.027781734      1.490293188      1.523458344     0.6400110405     0.4956451228     0.3999644091     0.3022054107     0.2858413917     0.2954557655     0.7951749217     0.3885328957     0.5945884568 
    0.3618562572      0.918921213     0.7774903122     0.5869425301     0.9828556344     0.3903008173     0.6227128437     0.7997478934     0.9491156729      1.175785938                1      1.134142469      1.397406373      1.245213819      1.172372255       1.43220707      1.707314841      1.028028874      1.538753124      1.104821177     0.8579766267     0.5460829276      0.996380367 
     2.512776669      1.647015056      1.772821653      1.671388167       1.81493336      1.067498706      1.592638845      1.139910344      1.833696865       1.50924025                1      1.048087234      1.306518836      1.013927274     0.9465959739     0.7200908391     0.6533705075     0.6985835452     0.4953400466      0.406080288      1.243332558     0.4356895997     0.2818993574 
     1.995677745      2.705218996     0.7265511603      1.874160082      3.014141291     0.9776651376      1.173161057      1.230633863      1.176737154     0.9111498906                1      1.140202797      1.963591647      1.864432792       2.54243153      2.461412129      1.135345271      1.516398331     0.6099154772      1.174632349      1.580924283     0.5472500422     0.1704014497 
     38.91688879      4.921399982       2.61444123      2.562141256      2.966319764      3.782590658      1.292050867      1.589624783     0.9277122256      1.131366766                1     0.9317872188     0.7085555693     0.5290520334     0.4165943673     0.4406083782     0.5050526853     0.6661224815     0.6775162858      1.953793672     0.8951587641     0.7350310801     0.8365551667 
    0.5928113435     0.9225805912     0.4320148633     0.4991623171      0.306722136     0.3537576608     0.4569071276     0.6019478619     0.6503300928     0.9413841719                1      1.237225937      1.040953416     0.7864421458      0.901982205      1.443980309     0.8783681256      0.873470375     0.6410211593      0.455653378     0.3364899481     0.8245691675     0.6283920014 
     1.723727042      1.981657018      4.908781718      1.407230991     0.8517789495      0.814672244     0.7696311422     0.6421440823     0.9725389316     0.9338975781                1      1.406694531      1.186517865      1.230155857     0.7903311184     0.8755965973      1.055240936     0.6228207109     0.3525980416      0.898541265     0.3273356411      0.343276095     0.6122077746 
    0.3281200411     0.3454459062     0.3390549144     0.3452400973     0.7880582389     0.7679814025     0.7857598869      0.894616019     0.9530003154     0.7767479687                1      1.196741359       1.75961377      1.208959505      1.136776378      1.188543894      2.201105736      2.223273944     0.9324324286      1.307845607      0.922336627     0.6036188672      2.116270342 
    0.4369630576      1.121929722      1.028243905     0.6948307485      1.032939899      1.058175085      1.070248526     0.6365379971     0.8518969075     0.9110129688                1     0.7818165625      0.508239458     0.9360231938     0.8121923922      0.598584276     0.6620881319     0.8003833133     0.6263234005     0.5892184111     0.7722180974     0.9943736231     0.6734146446 
   0.08729822243    0.06657117756     0.1119475011     0.1437020242     0.2110316677     0.2326723895     0.6288850734     0.4849524246     0.5242428584     0.7382031719                1     0.8556965781      0.810630165     0.7150198633     0.8970293806     0.7322385661     0.6825288404     0.4749982768     0.4454684239     0.3811639574     0.3503275142     0.7314517696     0.4171692485 
    0.4439329547     0.4123334652     0.2235837933     0.4497332509     0.4427011987     0.4718820809     0.8619468301     0.8274292892     0.8385819912     0.9168168906                1     0.7099361406      1.065578025      1.254923022      1.285496499      1.347096148      1.383125702     0.9382078224     0.7151854541     0.6037451991     0.4871667777     0.7223321788     0.7372957281 
    0.3622592803     0.2600437619      1.234496458       1.16941806      0.744703706      1.360214335     0.5875619431      1.116187386     0.8891095967      1.028405031                1      1.048686859      1.185125752     0.8354695688     0.8702465721     0.7995382357      2.550984758      1.257752839      1.176583034     0.7710543299      1.202660266      1.115610447      1.482777684 
    0.5538549794     0.4375860118      0.505724619     0.7554585303     0.6577662574     0.7571149462      1.097279697     0.6835919988     0.7283987178     0.7673300781                1       0.92236525     0.5838335576     0.5058174399       0.59752141     0.5740452048     0.7783111378     0.7094190703      1.472810654     0.4060002631     0.3952734528     0.4235442292      1.361340207 
    0.2353629236     0.5451796237     0.3374546885     0.3296697361     0.6634316706     0.6565745939      1.269154197     0.6512742241      0.952086967       1.02575575                1      1.264047906      1.110527983      1.043623779       1.17264828     0.8289962433     0.8342198069     0.4925096062     0.8321616356      1.449905876        2.2829498      2.235389864     0.8774661494 
    0.9363796591     0.4738566355     0.3502889006     0.3589826557     0.3230980973     0.7135809968     0.7195994435     0.6518432927     0.6222894626     0.9970744375                1      1.623667984      1.709006418      2.213410911      1.474228225      1.507152349      2.574760281      1.631868948     0.9985676857      1.281942472      1.429501355      1.397623909      1.658814901 
     1.472925388     0.7147658882     0.6347744751     0.5858954595     0.6901890714      1.028908607     0.4853981018     0.5348178004     0.6592154805     0.6828090156                1         0.599041     0.8262854314     0.8716593082     0.4649960051     0.5820144153     0.5455896155      0.634655758     0.5544813323     0.3696849746     0.4487479293     0.5225212542     0.2734798929 
      4.97961812      2.166494291      3.791921315      2.638807792      1.121798926        2.0369657      1.795598036     0.9969624775      0.865091541     0.9559020625                1      1.129013969     0.6724966621      0.995349075     0.8225826213     0.7797411089      1.200919356      1.077427801     0.9016385945      0.744885709     0.7851595668      1.407844441     0.9635191134 
     0.219748168     0.4269738199     0.3462029764     0.4269848308     0.3806825296     0.3500432672     0.3348742451     0.5754638345     0.8527647695     0.8131209062                1     0.7923385469     0.6552261396      1.107077297      1.384168435     0.8207599727      1.059932239      1.219002781     0.9358373898     0.8320931566     0.8225557257      1.015554718      1.352498026 
