
50 0.164829 0.413806 0.995891 2291.95
49 0.160186 0.431117 0.997178 1012.48
48 0.157467 0.441389 0.997609 620.073
47 0.1555 0.448892 0.997758 451.275
46 0.153784 0.455484 0.997872 339.563
45 0.152242 0.46145 0.997958 263.082
44 0.150832 0.46693 0.998018 210.095
43 0.149427 0.472419 0.998123 162.944
42 0.148071 0.477744 0.998242 123.941
41 0.146992 0.481993 0.998216 108.442
40 0.145626 0.487397 0.998398 78.986
39 0.144312 0.492611 0.998589 54.0808
38 0.143373 0.496347 0.998575 45.0504
37 0.142474 0.499936 0.998537 38.8098
36 0.14152 0.503755 0.998523 32.088
35 0.140487 0.507901 0.998551 24.6457
34 0.139878 0.510351 0.998372 23.3055
33 0.139085 0.513549 0.998228 20.797
32 0.138434 0.516179 0.997986 19.909
31 0.137668 0.51928 0.99773 18.3906
30 0.136841 0.522635 0.997434 17.0673
29 0.136081 0.525725 0.997028 16.3983
28 0.135364 0.528641 0.996492 16.1547
27 0.134395 0.532594 0.995918 15.4514
26 0.133612 0.535792 0.995089 15.9242
