
25 0.174814 0.388659 0.997896 2359.34
24 0.169465 0.4052 0.998908 697.83
23 0.166345 0.415045 0.999367 259.001
22 0.164165 0.422021 0.999637 95.3854
21 0.162742 0.426627 0.999734 45.4661
20 0.161697 0.430039 0.999765 26.2136
19 0.16091 0.432628 0.999748 18.5288
18 0.160693 0.433346 0.99965 19.5117
17 0.159876 0.43607 0.999584 16.8014
16 0.158674 0.440097 0.99958 10.8175
15 0.158107 0.442005 0.999423 11.0174
14 0.156698 0.446768 0.999373 7.2544
13 0.156271 0.448217 0.999063 7.46552
12 0.154942 0.45274 0.998714 6.28218
